,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
8494,2GwShNdcJHDLEkGO4L34lF,The Mayries,Back To You,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.448,0.256,5,-10.17,1,0.0483,0.875,0.0,0.113,0.174,77.272,219977,4,44.0
8495,7mx0Day6KDS00taUJBdotY,"Kurt Hugo Schneider, Casey Breves",Take On Me - Piano Acoustic,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.363,0.13,9,-16.422,1,0.0361,0.894,0.000464,0.0914,0.094,126.407,208898,4,39.0
8496,3SbLU4hAQHmdvHFDMVhAf9,Reason,Anyone,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.675,0.15,2,-14.912,1,0.0314,0.714,0.0,0.115,0.413,109.882,188864,4,43.0
8497,1prVTg8CTVuD9vSkCyYKd5,Haroula Rose,You Should Probably Leave,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.424,0.13,9,-12.923,1,0.0391,0.967,0.000172,0.105,0.337,160.871,246129,4,37.0
8498,1jUyxF7NmNXGlZQDVw40O8,Clementine Duo,2U - Acoustic Version,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.657,0.192,10,-13.108,0,0.0365,0.894,0.0,0.157,0.305,130.087,208103,4,56.0
8499,3zU6Sm45Jpd3uaI8sFnT8c,Chlara,Cannonball,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.478,0.122,6,-13.413,1,0.0354,0.817,0.0,0.124,0.12,135.63,235812,4,38.0
8500,6KLO6Ycu2Y03i3nLw6PgyW,Nicole Serrano,The Joke,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.41,0.228,4,-11.146,1,0.0327,0.835,0.0,0.107,0.168,79.771,243000,4,48.0
8501,2wubJVhzxmFKiEu6KVworQ,Thomas Daniel,Shattered Dreams,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.513,0.217,0,-11.439,0,0.0282,0.893,0.0,0.113,0.18,79.849,160948,4,39.0
8502,5JIpqw0avFfnDk6fCa5QRZ,Laura Zocca,That's Life,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.521,0.0841,8,-12.682,1,0.0398,0.923,1.22e-05,0.0993,0.219,139.858,212560,4,45.0
8503,1PMeG3BcSxdPq18gzpaY4I,Matilda Lindell,One of Us,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.386,0.329,5,-9.16,1,0.0314,0.784,0.0,0.112,0.623,163.716,218159,4,37.0
8504,0W85Yolr3l72QZsk9UrkqP,Kina Grannis,Issues,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.485,0.126,6,-15.597,1,0.052,0.71,0.0,0.106,0.345,152.541,221569,4,46.0
8505,3HOcPWc2LUUv5te756KfAH,Brandon Chase,Without Me,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.664,0.301,0,-8.135,1,0.0296,0.739,0.0,0.103,0.268,115.877,202220,4,47.0
8506,6xbrXbl246JZgrMqmmnFiC,April Jai,Why Can't This Be Love - Acoustic,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.545,0.131,7,-12.219,0,0.036,0.913,4.85e-06,0.105,0.207,136.821,228113,4,38.0
8507,4q0v24VXobXe0kTLb46Xa9,The Hound + The Fox,Shallow,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.581,0.297,7,-7.681,1,0.0354,0.251,0.0,0.123,0.329,95.691,221712,4,55.0
8508,7hGfipTkKQBlNGkkPcDP0S,Sad Boy,Iris,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.429,0.179,2,-13.124,1,0.0416,0.88,0.0,0.0859,0.233,69.891,167500,3,42.0
8509,7t5ZovheDpNgWCQaqYO0rY,Louie Jacobs,Ooh La La - Live From My Bedroom),37i9dQZF1DX64Y3du11rR1,Sad Covers,0.446,0.143,2,-17.078,1,0.0594,0.846,0.125,0.093,0.278,119.249,204004,4,36.0
8510,63sf4vfvX4Y4FDXo8HGCOo,Beth,Yesterday - Acoustic,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.487,0.0517,10,-15.145,1,0.0413,0.968,0.0,0.0834,0.452,77.274,114864,4,40.0
8511,5wMeDEn5Jt84L94MZQDBWg,Zak Manley,Hang with Me,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.744,0.0953,5,-12.924,1,0.0637,0.751,4.2e-06,0.108,0.371,84.053,187966,4,50.0
8512,7ggLvZ7Ot5bfayAva458kA,"Michael Shynes, Maygen Lacey",We Found Love,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.682,0.0907,1,-16.614,0,0.0363,0.892,0.0,0.159,0.219,100.107,173066,4,59.0
8513,3vwj1C07osOH8vqi6qmOoY,Reason,Attention,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.424,0.267,3,-8.062,0,0.0462,0.892,0.0,0.135,0.225,79.782,244946,4,41.0
8514,6Hm8qbvIicqaQmAWyevlda,The Milk Carton Kids,Wish You Were Here,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.465,0.278,6,-16.318,1,0.0349,0.846,0.00115,0.675,0.279,122.666,285719,4,53.0
8515,2d4ucQh3TOwWiwCcBcnu37,Laura Zocca,Love Is a Battlefield,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.474,0.114,9,-13.18,0,0.0448,0.978,0.0,0.0865,0.262,107.441,221000,5,37.0
8516,2VVWWwQ3FiWnmbukTb6Kd3,The Mayries,I Will Wait,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.421,0.107,6,-15.191,1,0.0335,0.948,0.0,0.0881,0.118,104.218,216841,4,45.0
8517,1iyciPIHuwVNweVNK4B7W4,Kendra Soliz,Metal Firecracker,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.604,0.269,0,-11.105,1,0.0285,0.809,0.0,0.092,0.261,104.873,236883,4,35.0
8518,5qzzFRYW7fbG7UMVK79GkN,Fatin Majidi,The Unforgiven,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.543,0.152,11,-13.732,1,0.0326,0.943,6.86e-06,0.105,0.0787,139.917,395797,4,37.0
8519,0Bb9oRoN3suM9iiIwzHtmX,Lúc,Somebody That I Used To Know,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.503,0.123,2,-14.312,0,0.0327,0.868,2.56e-05,0.111,0.343,183.571,172455,4,50.0
8520,2AhqPhQ4E1r9v2i2TfJHR0,"Molly Parden, Hollow Hum",Landslide,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.366,0.262,2,-12.635,1,0.0322,0.767,2.06e-05,0.119,0.181,151.11,245907,4,55.0
8521,10a6GUpyRLdfadUPRL5wBg,"Postcards & Polaroids, Sad Boy",Supermarket Flowers,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.463,0.156,6,-13.416,1,0.189,0.89,0.0,0.115,0.478,180.191,145753,4,45.0
8522,6hYFdDIT1opXscwpd24TAU,Julia Sheer,If I Die Young,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.631,0.205,5,-10.982,1,0.0322,0.819,0.0,0.266,0.456,130.604,220127,4,47.0
8523,12AKFQyF4FaQY4AKYqBUvc,We Rabbitz,Lonely - Acoustic Piano,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.369,0.235,2,-10.511,1,0.0435,0.882,0.0,0.108,0.227,77.937,149735,4,38.0
8524,2vWUyutMHijVo9r47vUPpp,Grace George,STAY - Acoustic,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.579,0.341,1,-8.1,1,0.0403,0.941,0.0,0.272,0.531,125.034,163571,4,41.0
8525,4AYITlwiumljGdv0NIGR4T,Jonah Baker,Mirrors - Acoustic,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.638,0.287,8,-11.174,0,0.0412,0.81,0.0,0.0804,0.445,128.025,224171,4,52.0
8526,1nsn93tZ1aUhsEbNETgkvH,Brandon Chase,Rise,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.605,0.306,11,-6.704,1,0.0262,0.634,0.0,0.12,0.279,129.964,230354,4,44.0
8527,2xdQMKQ0ZO1O6WtAImKmYK,Ben & Tim,Believe,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.54,0.265,11,-9.852,1,0.027,0.887,0.0,0.111,0.253,94.919,182216,4,44.0
8528,5oThkXHCsfOCd0nctEYL8c,Dan Berk,Hold On,37i9dQZF1DX64Y3du11rR1,Sad Covers,0.582,0.339,7,-8.725,0,0.0247,0.879,0.0,0.124,0.246,105.035,170035,4,37.0
8529,6G3IBH8XyjswVaPxmdoC5o,Sarah Seing,First Light,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.258,0.168,5,-29.232,1,0.054,0.993,0.905,0.111,0.493,166.023,190250,4,52.0
8530,6hg8132jlk9fZsSbfpdmGR,Marcin Starosta,Lekko,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.182,0.00841,11,-32.391,1,0.0411,0.994,0.903,0.0898,0.239,89.064,147375,4,50.0
8531,4WgPQlt7Pa115gVyoiLTVc,The Magic Lantern,A Long Goodbye,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.419,0.00826,5,-32.189,1,0.0369,0.993,0.881,0.0812,0.368,71.484,180093,3,46.0
8532,6oCUME6tmQJi4LPHogLpUV,Elise Lindahl,Alt jeg tør,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.415,0.00179,10,-33.759,1,0.0469,0.994,0.944,0.126,0.0782,109.399,142000,4,51.0
8533,5Bl7fjZwq3u37T51tspPAp,Mirta da Silva,De seu,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.322,0.0343,8,-27.406,1,0.0444,0.995,0.95,0.106,0.312,178.422,155107,4,50.0
8534,6MeOCVIU94xMVgr1kTMKRT,Gail Singleton,Humbly,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.27,0.0027,5,-26.207,1,0.045,0.993,0.913,0.127,0.4,168.958,132428,3,51.0
8535,5CMV79VrT9PxQRwdQr2EW0,Jef Martens,Homeland,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.35,0.0308,5,-30.265,1,0.0304,0.992,0.873,0.0998,0.132,105.971,142625,4,50.0
8536,3pPVu5GqeYai4ZFNP0j9Wr,Kotono Tanaka,Foreigners,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.414,0.0656,7,-29.947,0,0.0328,0.995,0.942,0.118,0.179,106.375,179250,4,51.0
8537,1djt5vu3t1tQsaLyuS3DgA,Alma Klein,Morgenstern,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.382,0.0288,4,-29.138,1,0.0425,0.995,0.935,0.0957,0.286,115.364,189250,4,47.0
8538,1TMwDvcIQpZKiio3glvpq7,Aron Edwards,Wings,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.39,0.118,5,-26.558,0,0.0291,0.989,0.939,0.105,0.262,92.678,153500,4,49.0
8539,6weHliQCgO8eaXFpONJJ7Z,Edvard Kravchuk,My Only One,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.285,0.0197,3,-33.754,1,0.0314,0.994,0.889,0.106,0.474,92.407,142707,4,54.0
8541,6vkmvL8i9sfIHoAlzJcfAO,Bernadette Boulet,Pour toujours,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.227,0.0643,0,-29.419,1,0.0461,0.994,0.915,0.104,0.31,165.015,144576,4,53.0
8543,4Oo0RKYm64PZSIbpFmcuK9,Idun Vinter,Forelsket,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.27,0.0083,5,-30.604,1,0.039,0.993,0.921,0.0984,0.234,75.139,170375,4,50.0
8544,0UmaYgHfAEEMwxYGHSDMmu,Signe Bratlie,Akeleie,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.421,0.114,0,-31.262,1,0.0488,0.995,0.957,0.122,0.35,131.188,233000,4,48.0
8545,0t4M1iM4ZQmoGOq9JJFy8s,"Xie Qi, Mayumi Sasaki",19-02-21,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.212,0.0188,2,-27.785,1,0.0449,0.993,0.947,0.0972,0.13,208.189,136000,4,44.0
8546,13jcWPcMR0plz1TlIaqqSR,Denise Santoz,Shoreland,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.472,0.0393,9,-32.895,1,0.0428,0.99,0.931,0.0879,0.395,94.503,170208,4,48.0
8547,3I7JFFCxYmFnhU5qrsIpZo,Ludwig Bern,Der Wandervogel,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.407,0.00803,3,-23.868,1,0.0649,0.991,0.948,0.0993,0.154,81.958,160368,4,46.0
8548,7oEbJXeTbSSWBNVr0RHRgM,Jani Lechleiter,Mirno,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.291,0.0181,1,-34.346,0,0.0365,0.995,0.902,0.103,0.47,80.091,121500,4,47.0
8550,6OMDq58l1Aj0NfutF14Kcq,Willa Jacobs,Dinant,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.341,0.00299,2,-41.845,1,0.0452,0.995,0.959,0.0879,0.4,139.573,131375,4,47.0
8551,7tVXn05UnymHBVTXISx3sv,Laura Sherwin,Notes in the Stars,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.419,0.00546,2,-22.497,1,0.0524,0.969,0.956,0.107,0.15,70.361,181814,4,51.0
8552,1HByqL0NBv4U3EXobDUkiy,Riccardo Lucciano,Quando gli alberi incontrano il vento,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.331,0.00622,2,-27.575,0,0.0491,0.991,0.897,0.0889,0.061,68.026,175186,4,50.0
8554,1kQFxgqG3KcKErQlvH66lz,Lucién,Avalanche,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.284,0.0708,3,-26.969,1,0.0469,0.989,0.952,0.104,0.139,106.537,136000,4,49.0
8555,7krJMuarlF8bRWtSynEsTY,Gioia Moreschi,Quieta,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.358,0.0279,11,-29.69,1,0.0369,0.991,0.92,0.102,0.0789,90.275,163804,3,52.0
8556,2yh46DDBBxoDN45rCH8nBt,Valérie Beaumont,Serenity,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.472,0.0101,10,-33.683,1,0.044,0.993,0.924,0.0898,0.384,63.534,175000,5,49.0
8557,4t6nAyyW8FEEXbN5MLAjtL,Mark Millson,All My Words,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.287,0.00747,5,-32.05,0,0.0382,0.995,0.871,0.0871,0.158,69.342,161750,4,47.0
8558,0yoaGTIVmywSYedV1YsIhG,Victor Kovacs,Just a Thought,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.454,0.0619,0,-29.3,1,0.035,0.984,0.941,0.11,0.2,95.39,154292,4,46.0
8559,2J2YbfMi4b49wVRM0lA2Jt,Mainfred Arthur,Serre moi,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.23,0.0126,5,-28.746,1,0.0401,0.99,0.898,0.158,0.131,79.525,145750,4,51.0
8561,3WiissyVFRpCVrqbyPKZxZ,Elliott Jacqués,Kaleidoscope,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.366,0.0161,5,-27.355,1,0.0632,0.992,0.951,0.11,0.171,49.668,121068,4,52.0
8563,119a8rsOkvUFXPwpVCQUPW,Marius Notar,Wunder,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.47,0.0398,3,-24.74,1,0.0528,0.992,0.92,0.107,0.183,116.542,176000,4,44.0
8564,2TOXQ1L2NjnKYAwrHbzDgZ,Alstad,The Room Upstairs,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.167,0.0142,7,-30.913,0,0.0478,0.994,0.952,0.14,0.144,66.794,140488,4,49.0
8566,0SpK2s8gJnetHIuzSBqgta,Lupe Sinsonte,Donde Nadas,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.323,0.0323,2,-26.851,1,0.0376,0.995,0.934,0.089,0.196,98.443,141942,1,53.0
8567,2xfXbJK08v7gZb9YvPr0UZ,Edgar De Vries,Sunset Aglow,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.396,0.0181,8,-31.202,1,0.0439,0.995,0.931,0.0989,0.393,129.868,162625,4,48.0
8568,6jFdydFW7HvS77aiiRR9XL,Oscar Basza,Waves,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.583,0.0898,7,-26.106,1,0.0336,0.994,0.961,0.103,0.337,113.186,127395,4,47.0
8569,7pYYH192TuKAQH2cHG7vPR,Chris DiGiorgio,Involution,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.507,0.0142,3,-30.066,1,0.0574,0.989,0.964,0.087,0.242,82.543,163500,4,45.0
8570,1VhGpGEKywAKiCd3OmRev3,Comet Blue,I'll Be The One,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.354,0.0423,0,-27.243,1,0.0334,0.981,0.923,0.105,0.103,93.35,134250,4,40.0
8571,67XsGbJOJeoHm7ez27nCar,Martyn Justice,Reading Life,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.239,0.023,4,-29.718,1,0.0428,0.989,0.904,0.098,0.13,82.264,164500,4,47.0
8573,2wPHCAgYiIIfEMt4Lj1xMg,Davignon,Becoming,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.41,0.03,1,-29.774,1,0.0476,0.984,0.891,0.105,0.265,136.828,163250,4,49.0
8574,7pIprvHSIi4bZiFGc6xf5p,Jose Garcia,Forgive Us,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.3,0.0228,0,-35.038,1,0.0379,0.992,0.933,0.101,0.207,74.005,212000,4,49.0
8576,3DFYPYOE6jFAFESDNNPinu,Jesse Brown,Blossom,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.612,0.0491,9,-24.616,1,0.0354,0.994,0.939,0.0896,0.476,122.172,144991,3,42.0
8577,6hNwn4kKfeuDJUDqNFI4s9,Daniella Babbitt,Litany,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.397,0.0233,5,-21.633,1,0.0513,0.994,0.954,0.113,0.184,130.02,172750,5,49.0
8579,7l92bhAAWWCnRrbmekFSor,Oscar Sergel,Maurice,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.398,0.0427,7,-25.052,1,0.0454,0.991,0.805,0.109,0.275,122.15,167044,4,50.0
8580,2X32IY314Mt7NRi2taldLX,Víkingur Ólafsson,Muse d'eau,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.279,0.0235,4,-35.374,1,0.0327,0.99,0.941,0.0982,0.135,175.59,213738,3,50.0
8582,4ku8WSW5vtEZNGM8oUuGnd,Biba Dupont,Sonora,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.442,0.0399,2,-29.085,1,0.0423,0.994,0.914,0.101,0.232,95.095,206546,4,48.0
8583,5nCSPEXKmujALmfjnM2rpP,Tiny Rhino,Evergreen Valley,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.422,0.0221,0,-33.99,1,0.0384,0.995,0.931,0.114,0.455,106.958,176250,4,43.0
8584,6viyU00wxyxXRBqyVA0GxG,Yao Chen,Mi Amor,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.434,0.034,5,-32.416,1,0.0345,0.994,0.931,0.139,0.189,79.796,205625,4,44.0
8585,2mmkokfVO72zAHkz9OTRZO,Rich Mortimer,Just For Now,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.279,0.0531,5,-27.145,1,0.0667,0.994,0.807,0.0939,0.511,204.426,110000,1,48.0
8586,1nxWCkjlOdwRwyROs99UNv,Carluccio,Fiorire,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.326,0.058,3,-26.438,1,0.037,0.991,0.946,0.107,0.179,94.49,177000,3,50.0
8587,6WyF2Em0vKwoDUkHcbKVBA,Frederiq,Clouds,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.393,0.0193,9,-29.657,1,0.0562,0.992,0.956,0.0916,0.0376,65.856,146500,4,56.0
8588,2DEvpe8l6pxp7izgwcxMiu,Maya Wilkes,For a While,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.358,0.0292,3,-25.436,1,0.0343,0.987,0.897,0.115,0.0386,67.171,135711,5,45.0
8589,3N3BWrupDuvM7ZKbNO534V,Gina Ordonieva,Changes,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.515,0.0759,6,-27.602,1,0.0277,0.991,0.938,0.105,0.398,96.981,115816,3,40.0
8590,13MOQ6oQqkrZEDkZOHukCw,Ólafur Arnalds,We Contain Multitudes (from home),37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.281,0.0333,6,-31.46,1,0.0348,0.994,0.959,0.0995,0.169,90.25,190500,1,51.0
8591,3yhqUuC2ahWeC8PP4mj5Gl,C.J. Wilkins,Older,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.32,0.00892,8,-29.206,1,0.0532,0.996,0.919,0.11,0.338,91.366,165904,4,47.0
8592,2udO9YUSR2cRQNgMyoJEYC,Con Alma,Respite,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.455,0.022,7,-25.372,0,0.057,0.994,0.925,0.109,0.259,74.668,140000,4,50.0
8593,61WmSJkNz048nns7uCmn1E,Jacob David,Snefri,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.413,0.0905,8,-31.306,1,0.0455,0.962,0.941,0.113,0.453,122.064,223000,3,41.0
8594,6OX9snpHRUGnlkSJVGXlR7,Ricard Paul,Rouen Les Essarts,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.5,0.0398,3,-28.937,1,0.0541,0.993,0.934,0.115,0.158,72.783,211655,4,46.0
8595,090GAAwLiSybtUpvq50r6T,Ali Toygar,Morpho,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.395,0.0521,2,-20.773,1,0.0516,0.985,0.946,0.0976,0.0509,71.52,120372,3,48.0
8597,30OJqSJ1sxV2E8eWt9ONQD,Brielle De Villiers,Marée,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.263,0.0605,0,-27.481,0,0.0461,0.99,0.89,0.107,0.201,74.723,182500,4,44.0
8598,4wAgG2Y5yUrMc1RdMQJR14,Liam Muntz,Brothers,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.375,0.114,6,-24.786,0,0.0573,0.995,0.964,0.098,0.379,89.403,148000,4,42.0
8599,6kWVRQKxzpOj8r06pps6O3,Jef Martens,Watching Over You,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.313,0.0229,1,-26.35,1,0.0288,0.985,0.938,0.107,0.065,64.387,138125,3,41.0
8600,5H6H2pYhX8tYGQ2DG4QeB0,Biba Dupont,Mar De Ardora,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.237,0.0082,0,-30.464,0,0.0426,0.995,0.925,0.0993,0.262,206.236,186353,3,48.0
8601,4IGPH1ThB3YMjgC6oevUEW,The Masked Pianoman,Coziness,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.487,0.0383,5,-24.883,1,0.0467,0.987,0.933,0.0942,0.24,67.829,120504,4,48.0
8602,07DOQ7ce43Q5ICTdzG8M97,Irene Gaifana,Innamorarsi,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.434,0.0142,3,-29.944,1,0.0476,0.994,0.908,0.108,0.173,111.854,152990,4,51.0
8603,2IL8731S2rxVzOuMzIbm08,Hearth Mason,Mandeville,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.501,0.0434,10,-28.85,0,0.0503,0.995,0.948,0.115,0.237,110.049,137169,3,46.0
8604,18KgQFOqj7gZSWN81jcs9C,Mauvais Roger,Feuilles Tombantes,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.492,0.0221,4,-26.235,1,0.0564,0.992,0.947,0.152,0.107,65.191,127963,4,49.0
8605,6u3YEpTK7Hc4mc2TIXCZeB,Larry McDavid,If You Must Go,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.446,0.0241,9,-25.927,1,0.0605,0.996,0.951,0.0961,0.11,134.483,127625,3,45.0
8606,5LS7VV5Gp3evv8pjcpTDDu,Pamela Goldings,Young Love,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.401,0.0273,7,-30.596,1,0.0532,0.994,0.916,0.107,0.236,133.722,143500,4,48.0
8607,6kwqwIUxDK84yXyfL7jvGf,Minette Martin,Remembering,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.409,0.00926,5,-23.556,1,0.0403,0.99,0.911,0.106,0.176,73.085,138805,4,52.0
8610,3igpedNqhZcfhXMLtqn4Cr,Jacques Moni,Manus in Mano,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.242,0.00627,3,-28.104,1,0.0409,0.992,0.897,0.102,0.217,74.7,180720,3,49.0
8611,2Vtfuz6CZSpOZ6f40k7Ywk,Carlos Cipa,Arkata (Munich Session),37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.314,0.0252,1,-29.52,0,0.0389,0.984,0.88,0.125,0.0966,95.683,242000,4,44.0
8612,0wHtZIo4VfYdXVKj3xrxWG,Bernadette Boulet,The Light Will Return,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.51,0.00676,6,-29.957,1,0.0429,0.993,0.94,0.102,0.423,70.478,165386,4,38.0
8613,1qPf5T5XSCkBKDOCtLI6X9,Martin Rapide,Through My Eyes,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.396,0.0186,5,-24.95,0,0.0631,0.994,0.968,0.104,0.187,80.579,173869,4,44.0
8615,70JLpMenajRsMtCXaQ1jzu,Domenik Kalinsky,Fragments,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.527,0.0968,7,-29.574,0,0.0487,0.994,0.926,0.112,0.326,125.462,162270,4,47.0
8618,4MAzPvI7zmpv3jF1WxfeTx,Karen Kasper,Paradox,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.475,0.0204,1,-31.054,1,0.0588,0.996,0.96,0.0982,0.322,129.486,137500,4,49.0
8620,2TV5VWvY46I7k51reLMGvE,Brian Busch,Seeking The Autumn Wind,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.293,0.0177,7,-25.6,1,0.0592,0.988,0.96,0.0809,0.158,205.71,179500,4,50.0
8622,6eF8X3wXM9mrwmLPprYEe6,Geir Gudmundson,Sentinel,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.639,0.0808,2,-29.056,1,0.0638,0.995,0.932,0.106,0.384,77.538,256000,3,43.0
8623,4IMDvjtSlnkDlpH9sRS5Iq,Fiona Astier,Potomac,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.429,0.00415,0,-31.749,1,0.0476,0.996,0.945,0.134,0.404,129.227,130952,4,46.0
8624,6ZsneTepMm115P6isojL6R,Ian Wong,Divided,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.543,0.0302,11,-27.273,1,0.0613,0.996,0.945,0.103,0.518,134.689,131109,3,42.0
8625,6kJsbzODs24YsWxaefoXXH,Carlton Rimor,Come Back To Me,37i9dQZF1DX7cZxYLqLUJl,Wake Up Gently,0.36,0.0156,4,-29.77,1,0.0427,0.993,0.883,0.106,0.183,108.579,140863,4,38.0
